"Season","Team","IP","BABIP","ERA","FIP","WAR","TBF","R","ER","H","HR","BB","HBP","SO","WPA","AVG","FIP-","RA9-WAR"
"1892","Senators","1315.1",".279","3.46","3.47","10.6","","869","506","1293","40","556","0","479","",".258","105","3.6"
"1896","Spiders","1195.2",".306","3.46","3.86","19.4","","650","460","1363","27","280","10","336","",".288","86","29.0"
"1938","Pirates","1379.2",".280","3.46","3.78","15.2","5848","630","531","1406","71","432","27","557","",".261","96","17.2"
"1992","Reds","1449.2",".286","3.46","3.33","20.9","6042","609","558","1362","109","470","28","1060","3.10",".246","91","16.1"
"1957","Orioles","1408.0",".263","3.46","3.35","17.9","5863","588","542","1272","95","493","27","767","",".238","93","17.2"
"1959","Giants","1376.1",".264","3.47","3.75","14.3","5857","613","530","1279","139","500","33","873","",".240","99","19.8"
"1976","Rangers","1472.0",".281","3.47","3.52","13.5","6209","652","567","1464","106","461","31","773","2.47",".256","101","13.3"
"1988","Pirates","1440.2",".268","3.47","3.69","11.7","6032","616","555","1349","108","469","32","790","4.87",".244","104","13.3"
"1931","Athletics","1365.1",".275","3.47","3.99","19.2","5728","626","526","1342","73","457","9","574","",".255","93","31.2"
"1899","Phillies","1333.1",".284","3.47","3.51","13.3","","743","514","1398","17","370","83","281","",".271","99","16.4"
"1988","Cardinals","1470.2",".277","3.47","3.40","15.4","6151","633","567","1387","91","486","18","881","1.12",".246","98","15.2"
"1957","Braves","1411.0",".266","3.47","3.86","7.7","6004","613","544","1347","124","570","13","693","",".248","109","16.0"
"1897","Giants","1187.1",".291","3.47","4.07","10.7","","695","458","1214","26","486","66","456","",".266","101","19.9"
"1889","Giants","1151.0",".278","3.47","3.90","11.3","","708","444","1073","38","523","48","558","",".248","99","15.1"
"1887","Quakers","1132.2",".290","3.47","3.87","15.0","","702","437","1173","48","305","34","435","",".269","92","19.5"
"1967","Braves","1454.0",".272","3.47","3.42","11.8","6090","640","561","1377","118","449","40","862","",".246","104","12.7"
"1891","Colts","1220.2",".280","3.47","3.63","11.5","","730","471","1207","53","475","0","477","",".260","102","15.6"
"1902","Cardinals","1227.2",".311","3.47","3.01","7.5","","695","474","1399","16","338","37","400","",".288","109","-5.2"
"1980","Expos","1456.2",".283","3.48","3.51","16.0","6160","629","563","1447","100","460","22","823","1.81",".255","98","17.4"
"1951","Giants","1412.2",".254","3.48","4.02","14.2","5945","641","546","1334","148","482","20","625","",".245","99","20.0"
"1996","Dodgers","1466.1",".291","3.48","3.80","20.5","6223","652","567","1378","125","534","39","1212","4.51",".244","91","19.6"
"1974","Astros","1450.2",".275","3.48","3.63","12.5","6225","632","561","1396","84","601","37","738","-3.32",".250","105","18.0"
"1989","Expos","1468.1",".277","3.48","3.51","15.3","6152","630","568","1344","120","519","31","1059","3.27",".240","98","15.5"
"1976","Indians","1432.0",".288","3.48","3.25","21.0","6025","615","554","1361","80","533","32","928","1.96",".249","90","15.8"
"1984","Padres","1460.1",".260","3.48","3.94","7.7","6162","634","565","1327","122","563","22","812","4.74",".238","110","15.1"
"1970","Angels","1462.1",".255","3.48","3.98","8.9","6100","630","566","1280","154","559","43","922","",".233","107","15.3"
"1967","Cubs","1457.0",".265","3.48","3.60","11.4","6089","624","564","1352","142","463","28","888","",".242","105","17.5"
"1941","Pirates","1374.1",".267","3.48","3.79","12.8","5948","643","532","1392","66","492","13","410","",".256","101","14.6"
"2011","Braves","1479.2",".288","3.49","3.49","14.2","6220","605","573","1332","125","521","53","1332","10.60",".236","93","18.0"
"2005","Cardinals","1445.2",".282","3.49","4.09","15.5","6047","634","560","1399","153","443","60","974","10.95",".252","98","22.5"
"1985","Royals","1461.0",".281","3.49","3.45","24.8","6165","639","566","1433","103","463","28","846","8.12",".253","86","26.5"
"1974","Cardinals","1473.1",".274","3.49","3.66","14.0","6279","643","571","1399","97","616","24","794","7.39",".248","104","22.3"
"2008","Blue Jays","1446.2",".284","3.49","3.81","22.3","6067","610","561","1330","134","467","67","1184","12.54",".240","87","30.5"
"1993","Astros","1441.1",".284","3.49","3.65","17.8","6079","630","559","1363","117","476","41","1056","4.17",".245","95","19.7"
"1975","Royals","1456.2",".279","3.49","3.52","18.1","6156","649","565","1422","108","498","30","815","4.72",".253","94","21.5"
"1960","Pirates","1399.2",".280","3.49","3.19","20.6","5805","593","543","1363","105","386","11","811","",".252","89","20.4"
"2014","Pirates","1456.1",".290","3.49","3.80","8.2","6130","631","565","1341","128","499","88","1228","0.19",".242","106","11.1"
"1984","Tigers","1464.0",".269","3.49","3.74","19.5","6127","643","568","1358","130","489","30","914","11.98",".242","91","20.7"
"1980","Athletics","1471.2",".256","3.49","4.09","13.7","6175","642","571","1347","142","521","31","769","5.74",".240","102","22.5"
"2014","Mets","1463.2",".295","3.49","3.75","12.7","6170","618","568","1370","141","509","50","1303","-1.07",".244","101","12.4"
"1944","Senators","1381.0",".279","3.49","3.35","12.5","5939","664","536","1410","48","475","24","503","",".259","102","7.3"
"1991","Braves","1452.2",".266","3.49","3.63","17.8","6051","644","564","1304","118","481","28","969","11.16",".235","95","19.3"
"1969","Senators","1447.1",".260","3.49","4.00","7.1","6181","644","562","1310","135","656","36","835","",".239","110","12.6"
"1950","Phillies","1406.0",".261","3.50","3.99","15.9","5896","624","546","1324","122","530","13","620","",".247","96","23.1"
"1898","Reds","1385.1",".289","3.50","3.46","14.5","","740","538","1484","16","449","74","294","",".275","99","18.7"
"2012","Athletics","1470.0",".279","3.50","3.89","19.5","6131","614","571","1360","147","462","46","1136","11.49",".242","96","26.3"
"1940","Dodgers","1433.0",".261","3.50","3.75","18.0","6008","621","557","1366","101","393","31","639","",".245","94","23.0"
"1998","Astros","1471.1",".295","3.50","3.86","18.4","6214","620","572","1435","147","465","42","1187","8.93",".251","95","25.3"
"1902","Phillies","1211.0",".311","3.50","2.79","11.0","","649","471","1323","12","334","57","504","",".279","101","-0.3"
"1991","Blue Jays","1462.2",".264","3.50","3.76","22.7","6136","622","569","1301","121","523","43","971","11.63",".234","91","27.4"
"1891","Spiders","1244.0",".302","3.50","3.41","14.6","","888","484","1371","24","466","11","400","",".281","95","4.7"
"1981","White Sox","940.2",".272","3.50","3.63","9.4","3964","423","366","891","73","336","24","529","0.80",".247","99","8.6"
"1993","Dodgers","1472.2",".288","3.50","3.71","18.7","6274","662","573","1406","103","567","37","1043","7.22",".248","94","19.6"
"1972","Red Sox","1382.2",".281","3.50","3.22","17.2","5875","620","538","1309","101","512","39","918","",".246","95","7.8"
"1883","Eclipse","873.2",".309","3.50","3.12","9.3","","562","340","987","7","110","","269","",".286","97","6.7"
"1951","White Sox","1418.1",".261","3.50","3.86","15.4","6019","644","552","1353","109","549","15","572","",".248","98","22.1"
"2014","Giants","1449.0",".282","3.50","3.58","9.4","5947","614","564","1305","133","389","57","1211","0.35",".237","102","10.0"
"2014","Cardinals","1448.2",".286","3.50","3.65","15.9","6069","603","564","1321","123","470","61","1221","8.77",".239","100","17.8"
"1889","Red Stockings","1243.0",".296","3.50","3.69","13.4","","769","484","1270","35","475","0","562","",".266","97","20.3"
"1886","Metropolitans","1186.1",".288","3.50","3.39","9.8","","766","462","1148","23","386","31","559","",".255","104","9.8"
"2014","Royals","1450.2",".292","3.51","3.69","17.2","6101","624","565","1386","128","440","56","1168","10.90",".247","99","25.0"
"1975","Padres","1463.1",".281","3.51","3.61","10.9","6314","683","570","1494","99","521","24","713","-1.57",".259","103","7.9"
"1976","Reds","1471.0",".279","3.51","3.49","14.6","6191","633","573","1436","100","491","21","790","5.33",".253","100","16.3"
"1959","Braves","1400.2",".278","3.51","3.59","12.7","5943","623","546","1406","128","429","21","775","",".256","102","15.3"
"1974","Royals","1471.2",".282","3.51","3.43","18.3","6256","662","574","1477","91","482","30","731","-0.91",".257","97","20.5"
"1974","Pirates","1466.0",".273","3.51","3.60","17.5","6282","657","572","1428","93","543","33","721","0.98",".250","99","18.0"
"1947","Athletics","1391.1",".257","3.51","3.90","12.3","5885","614","543","1291","85","597","14","493","",".245","103","17.7"
"1960","Yankees","1398.0",".248","3.52","4.02","9.1","5909","627","546","1225","123","609","30","712","",".232","106","15.6"
"2005","Astros","1443.0",".281","3.52","3.84","22.6","6023","609","564","1336","155","440","59","1164","14.86",".242","89","27.6"
"1911","Senators","1353.1",".310","3.52","3.12","12.8","","765","529","1471","39","410","48","628","",".278","101","6.6"
"1965","Braves","1447.2",".273","3.52","3.47","12.0","6099","633","566","1336","123","541","28","966","",".242","103","14.1"
"1960","Orioles","1375.2",".258","3.52","3.77","14.1","5772","606","538","1222","117","552","34","785","",".236","99","17.5"
"1905","Beaneaters","1383.0",".287","3.52","3.03","10.9","","733","541","1390","36","433","28","533","",".263","106","3.8"
"2016","Nationals","1459.2",".288","3.52","3.58","23.5","6036","612","571","1272","155","468","57","1476","9.50",".231","87","26.5"
"1941","White Sox","1416.0",".262","3.52","3.84","17.8","6055","649","554","1362","89","521","26","564","",".247","95","25.7"
"1964","Pirates","1443.2",".292","3.52","3.17","17.9","6123","636","565","1429","92","476","31","951","",".254","94","14.8"
"1935","Cardinals","1384.2",".285","3.52","3.70","20.5","5898","625","542","1445","68","377","26","602","",".263","90","25.6"
"1966","Pirates","1463.1",".287","3.52","3.46","14.4","6128","641","573","1445","125","463","36","898","",".257","99","16.2"
"1982","Padres","1476.0",".254","3.52","3.98","6.2","6197","658","578","1348","139","502","27","765","-4.86",".238","113","12.9"
"1976","Red Sox","1458.0",".281","3.52","3.59","15.7","6153","660","571","1495","109","409","32","673","2.36",".262","98","17.8"
"1963","Angels","1455.1",".263","3.52","3.63","10.3","6195","660","570","1317","120","578","52","889","",".237","105","9.8"
"1941","Yankees","1396.1",".262","3.53","3.88","12.1","5968","631","547","1309","81","598","10","589","",".244","102","20.9"
"1932","Braves","1414.0",".280","3.53","3.91","10.3","6022","655","554","1483","61","420","29","440","",".266","105","16.2"
"1889","Athletics","1199.1",".286","3.53","3.93","9.6","","787","470","1200","35","509","1","479","",".262","105","14.8"
"1974","Angels","1439.0",".281","3.53","3.57","15.5","6190","657","564","1339","101","649","47","986","-9.65",".244","101","12.3"
"1976","Giants","1461.2",".284","3.53","3.33","15.0","6264","686","573","1464","68","518","23","746","-2.31",".256","97","10.9"
"1947","Cardinals","1397.2",".279","3.53","3.67","20.6","5923","634","548","1407","106","495","21","642","",".260","90","24.0"
"1965","Phillies","1468.2",".290","3.53","3.16","19.5","6225","667","576","1426","116","466","60","1071","",".250","93","13.8"
"1952","Dodgers","1399.1",".266","3.53","3.64","14.9","5887","603","549","1295","121","544","28","773","",".244","97","19.1"
"1969","Braves","1445.0",".262","3.53","3.53","15.1","6042","631","567","1334","144","438","27","893","",".239","99","19.2"
"1922","Reds","1385.2",".282","3.53","3.71","15.6","5839","677","544","1481","49","326","24","357","",".270","97","19.9"
"1996","Braves","1469.0",".291","3.54","3.50","29.5","6132","648","577","1372","120","451","19","1245","14.05",".242","80","27.4"
"1936","Cubs","1382.1",".282","3.54","4.13","14.8","5874","606","543","1413","77","434","29","597","",".261","98","25.1"
"1972","Rangers","1374.2",".272","3.54","3.45","7.2","5910","628","540","1258","92","613","48","868","",".240","109","-0.1"
"1874","Dark Blues","481.0",".331","3.54","2.90","6.1","","471","189","660","2","23","","25","",".327","92","0.7"
"1981","Tigers","969.1",".246","3.54","3.97","8.6","4030","404","381","840","83","373","27","476","3.68",".231","103","15.1"
"1920","Braves","1386.1",".285","3.54","3.56","6.7","5864","670","545","1464","39","415","35","368","",".270","113","3.7"
"2001","Mariners","1465.0",".260","3.54","4.12","18.9","6096","627","576","1293","160","465","64","1051","17.23",".232","95","29.1"
"1911","Highlanders","1360.2",".303","3.54","2.93","18.6","","726","535","1404","26","406","53","667","",".268","91","13.7"
"1927","Reds","1368.0",".288","3.54","3.51","18.3","5769","653","538","1472","36","316","21","407","",".271","92","16.1"
"1881","Ruby Legs","737.1",".316","3.54","2.84","9.1","","492","290","882","11","120","","196","",".298","96","3.3"
"1888","Nationals","1179.1",".275","3.54","3.28","4.2","","731","464","1157","50","298","46","406","",".258","117","-2.5"
"1977","Astros","1465.2",".274","3.54","3.69","14.7","6196","650","577","1384","110","545","25","871","-2.52",".246","99","15.6"
"1940","Cubs","1392.0",".276","3.54","3.68","17.2","5961","636","548","1418","74","430","16","564","",".257","94","17.5"
"1978","Red Sox","1472.2",".282","3.54","3.85","17.4","6274","657","580","1530","137","464","35","706","7.14",".265","98","25.0"
"1985","Expos","1457.0",".270","3.55","3.46","17.2","6109","636","574","1346","99","509","21","870","1.67",".241","95","16.5"
"1961","Tigers","1459.1",".264","3.55","3.97","19.5","6170","671","575","1404","170","469","29","836","",".248","93","24.3"
"1981","Mets","926.1",".274","3.55","3.71","4.6","3951","432","365","906","74","336","13","490","-5.99",".252","109","3.9"
"1989","Royals","1451.2",".293","3.55","3.18","23.6","6081","635","572","1415","86","455","25","978","4.76",".253","87","22.1"
"1993","Expos","1456.2",".274","3.55","3.94","15.1","6191","682","574","1369","119","521","47","934","7.95",".243","99","19.3"
"1969","Angels","1438.1",".264","3.55","3.60","13.4","5998","652","567","1294","126","517","51","885","",".238","99","10.9"
"1962","Cardinals","1463.1",".272","3.55","3.82","21.1","6183","664","577","1394","149","517","31","914","",".247","92","27.8"
"1977","Royals","1460.2",".273","3.55","3.65","20.7","6139","651","576","1377","110","499","36","850","8.46",".246","92","25.2"
"2002","Giants","1437.1",".281","3.55","3.80","18.1","6056","616","567","1349","116","523","36","992","7.84",".245","95","21.3"
"1983","Pirates","1462.1",".287","3.55","3.46","19.5","6167","648","577","1378","109","563","18","1061","0.81",".247","93","18.4"
"1891","Reds","1218.2",".282","3.55","3.61","10.7","","790","481","1234","40","465","13","393","",".264","103","9.1"
"2009","Giants","1446.0",".279","3.55","3.85","19.7","6103","611","571","1268","140","584","41","1302","12.37",".231","93","24.8"
"1871","Red Stockings","276.0",".326","3.55","3.96","3.0","","303","109","367","2","42","","23","",".320","92","3.7"
"1897","Orioles","1197.2",".298","3.55","3.87","15.1","","674","473","1296","18","382","75","361","",".277","94","24.0"
"1921","Giants","1372.1",".284","3.55","4.01","10.4","5734","636","542","1497","79","295","15","357","",".276","104","18.5"
