"Season","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","EV","ERA","FIP","xFIP","WAR","TBF","H","R","ER","HR","BB","IBB","HBP","SO","Pitches","Pitches","AVG","WHIP","RA9-WAR"
"1972","Orioles","80","74","21","321","154","1371.2","5.17","2.59","0.56",".245","77.9%","","","","2.54","2.95","","17.0","5493","1116","430","387","85","395","52","15","788","","",".220","1.10","24.9"
"1914","Senators","81","72","20","277","157","1420.2","4.97","3.29","0.13",".263","71.3%","","","","2.54","2.61","","15.5","","1170","519","401","20","520","","51","784","","",".226","1.19","20.8"
"1886","White Stockings","90","34","3","136","126","1097.2","5.30","2.15","0.40",".277","58.8%","","","","2.54","3.22","","15.9","","988","555","310","49","262","","0","647","","",".242","1.14","23.8"
"1913","Naps","86","66","5","245","155","1386.2","4.47","3.26","0.12",".281","71.6%","","","","2.54","2.83","","16.9","","1278","537","392","19","502","","43","689","","",".246","1.28","24.0"
"1942","Cardinals","106","48","15","305","156","1410.1","4.15","3.02","0.31",".248","74.5%","","","","2.55","2.99","","22.9","5800","1192","480","399","49","473","","19","651","","",".225","1.18","30.0"
"1872","Mutuals","34","20","0","58","56","512.0","0.77","0.56","0.04",".306","44.5%","","","","2.55","3.57","","3.8","","618","362","145","2","32","","","44","","",".300","1.27","12.6"
"1874","Athletics","33","22","0","55","55","487.0","0.18","0.54","0.09",".272","37.1%","","","","2.55","3.08","","6.0","","514","344","138","5","29","","","10","","",".272","1.11","10.1"
"1883","Beaneaters","63","35","3","107","98","860.0","5.63","0.94","0.12",".309","52.5%","","","","2.55","2.49","","12.9","","853","456","244","11","90","","","538","","",".260","1.10","15.9"
"1908","Athletics","68","85","4","231","157","1400.1","4.76","2.64","0.06",".270","66.6%","","","","2.56","2.01","","17.0","","1194","563","398","10","410","","53","741","","",".232","1.15","11.9"
"1917","Tigers","78","75","15","266","154","1396.1","3.33","3.25","0.08",".264","68.0%","","","","2.56","2.84","","12.7","5622","1209","577","397","12","504","","55","516","","",".239","1.23","11.9"
"1943","Cardinals","105","49","15","261","157","1427.0","4.03","3.01","0.21",".260","74.8%","","","","2.57","2.86","","23.6","5841","1246","473","407","33","477","","18","639","","",".233","1.21","32.9"
"1903","Americans","91","47","4","159","141","1255.0","4.15","1.93","0.16",".275","66.5%","","","","2.57","2.70","","14.5","","1142","505","358","22","269","","36","579","","",".244","1.12","20.9"
"1904","Highlanders","92","59","1","188","155","1380.2","4.46","2.03","0.19",".264","67.5%","","","","2.57","2.38","","19.1","","1180","526","394","29","311","","42","684","","",".233","1.08","21.0"
"1915","Braves","83","69","13","235","158","1405.2","4.03","2.34","0.15",".270","68.7%","","","","2.57","2.51","","16.7","","1257","545","402","23","366","","46","630","","",".241","1.15","15.7"
"1890","Colonels","87","43","7","154","134","1206.0","4.38","2.19","0.13",".281","61.0%","","","","2.57","2.92","","16.9","","1120","588","345","18","293","","56","587","","",".248","1.17","26.4"
"1972","Athletics","93","62","43","391","155","1417.2","5.47","2.65","0.61",".248","78.1%","","","","2.58","2.99","","14.2","5718","1170","457","406","96","418","41","19","862","","",".222","1.12","22.0"
"1906","Phillies","71","82","5","206","154","1354.1","3.32","2.90","0.12",".263","67.6%","","","","2.58","2.77","","9.1","","1201","568","388","18","436","","64","500","","",".239","1.21","10.0"
"1916","Browns","79","75","13","299","158","1443.2","3.15","2.98","0.09",".271","70.7%","","","","2.58","2.82","","11.6","5750","1292","545","414","15","478","","38","505","","",".247","1.23","17.0"
"1901","Pirates","90","49","4","161","140","1244.2","3.65","1.76","0.14",".282","65.7%","","","","2.58","2.91","","15.8","","1198","534","357","20","244","","60","505","","",".254","1.16","23.9"
"1912","Giants","103","48","15","230","154","1369.2","4.28","2.22","0.24",".291","68.7%","","","","2.58","2.98","","19.5","","1352","571","393","36","338","","24","652","","",".259","1.23","26.2"
"1873","Red Stockings","43","16","3","72","60","536.0","0.52","0.59","0.08",".322","38.5%","","","","2.59","3.13","","6.2","","708","460","154","5","35","","","31","","",".319","1.39","9.6"
"1909","Red Sox","88","63","15","247","152","1360.1","3.67","2.54","0.12",".267","67.7%","","","","2.59","2.42","","11.1","","1214","548","392","18","384","","47","555","","",".240","1.17","10.1"
"1915","Pirates","73","81","11","247","158","1380.0","3.55","2.50","0.14",".265","69.7%","","","","2.60","2.65","","13.3","","1229","520","398","21","384","","38","544","","",".240","1.17","16.7"
"1878","Grays","15","45","0","68","61","547.0","2.42","0.90","0.05",".296","40.3%","","","","2.60","2.37","","7.2","","589","386","158","3","55","","","147","","",".276","1.18","1.5"
"1906","Athletics","78","67","4","200","149","1322.0","5.10","2.89","0.06",".274","67.4%","","","","2.60","2.29","","17.0","","1135","536","382","9","425","","57","749","","",".233","1.18","14.9"
"1916","Giants","86","66","12","258","155","1397.1","4.11","2.00","0.26",".265","71.4%","","","","2.60","2.53","","12.1","5651","1267","503","404","41","310","","39","638","","",".239","1.13","14.5"
"1915","Pepper","80","72","7","231","155","1406.2","3.72","2.90","0.10",".276","69.8%","","","","2.60","2.69","","13.9","","1308","562","407","15","453","","53","581","","",".248","1.25","16.6"
"1907","Browns","69","83","9","183","155","1381.1","3.02","2.29","0.11",".265","67.2%","","","","2.61","2.43","","8.6","","1254","560","400","17","352","","52","463","","",".244","1.16","12.1"
"1888","Beaneaters","70","64","0","140","137","1225.1","3.55","1.98","0.26",".264","59.0%","","","","2.61","2.91","","14.7","","1104","611","355","36","269","","46","484","","",".242","1.12","15.2"
"1902","Beaneaters","73","63","4","159","141","1259.2","3.74","2.66","0.11",".287","69.8%","","","","2.61","2.89","","13.2","","1233","515","365","16","372","","46","523","","",".258","1.27","19.6"
"1910","Highlanders","88","63","8","213","156","1399.0","4.21","2.34","0.10",".271","67.4%","","","","2.61","2.32","","19.7","","1238","556","406","16","364","","55","654","","",".239","1.15","18.6"
"1917","Cubs","74","80","9","278","157","1404.0","4.19","2.40","0.22",".274","68.7%","","","","2.62","2.51","","16.6","5719","1303","567","408","34","374","","30","654","","",".245","1.19","12.4"
"1873","Mutuals","29","24","0","58","53","477.0","1.43","1.30","0.09",".296","37.1%","","","","2.62","3.18","","4.0","","539","385","139","5","69","","","76","","",".286","1.27","8.9"
"1920","Robins","93","61","10","248","155","1427.1","3.49","2.06","0.16",".276","70.8%","","","","2.62","2.94","","20.3","5848","1381","530","416","25","327","","22","553","","",".251","1.20","24.3"
"1966","Dodgers","95","67","35","376","162","1458.0","6.69","2.20","0.52",".274","76.0%","","","","2.62","2.60","","25.5","5941","1287","490","425","84","356","67","27","1084","","",".232","1.13","28.8"
"1918","Indians","73","54","13","196","129","1161.0","2.82","2.66","0.07",".275","70.5%","","","","2.64","2.63","","16.5","4791","1126","447","340","9","343","","16","364","","",".254","1.27","15.5"
"1904","Cardinals","74","79","2","162","154","1368.0","3.48","2.10","0.15",".275","65.1%","","","","2.64","2.56","","15.6","","1286","595","401","23","319","","40","529","","",".250","1.17","14.8"
"1908","Cardinals","49","105","4","226","154","1368.0","3.47","2.83","0.11",".265","64.1%","","","","2.64","2.42","","11.6","","1217","622","401","16","430","","45","528","","",".240","1.20","-2.2"
"1918","Giants","71","53","10","195","124","1111.2","2.67","1.85","0.16",".252","68.4%","","","","2.64","2.55","","10.9","4493","1002","415","326","20","228","","23","330","","",".236","1.11","12.3"
"1915","Whales","86","66","10","223","155","1397.2","3.71","2.59","0.21",".263","69.7%","","","","2.64","2.75","","11.9","","1232","538","410","33","402","","36","576","","",".238","1.17","17.2"
"1909","Highlanders","74","77","7","217","153","1350.1","3.98","2.81","0.14",".272","66.6%","","","","2.65","2.47","","12.8","","1223","592","397","21","422","","69","597","","",".243","1.22","9.1"
"1881","Wolverines","41","43","0","85","84","744.2","3.20","1.66","0.10",".297","54.1%","","","","2.65","2.67","","7.6","","785","429","219","8","137","","","265","","",".272","1.24","7.3"
"1879","Blues","27","55","0","85","82","741.0","3.49","1.41","0.05",".311","50.9%","","","","2.65","2.50","","6.4","","818","461","218","4","116","","","287","","",".281","1.26","3.6"
"1916","Cubs","67","86","13","275","156","1416.2","3.91","2.32","0.20",".260","69.5%","","","","2.65","2.60","","15.8","5792","1265","541","417","32","365","","43","616","","",".235","1.15","14.7"
"1968","Indians","86","75","32","384","162","1464.1","7.11","3.32","0.60",".240","76.2%","","","","2.66","2.89","","21.0","5966","1087","504","432","98","540","64","53","1157","","",".202","1.11","22.8"
"1915","Robins","80","72","8","245","154","1389.2","3.23","3.06","0.19",".263","70.3%","","","","2.66","2.98","","9.4","","1252","560","410","29","473","","67","499","","",".242","1.24","15.2"
"1917","Yankees","71","82","6","248","155","1411.1","3.64","2.72","0.18",".278","69.6%","","","","2.66","2.69","","15.7","5568","1280","558","417","28","427","","36","571","","",".251","1.21","15.1"
"1968","Orioles","91","71","31","396","162","1451.1","6.47","3.11","0.63",".242","76.6%","","","","2.66","2.98","","16.2","5864","1111","497","429","101","502","42","46","1044","","",".209","1.11","20.0"
"1877","Brown Stockings","28","32","0","68","60","541.0","2.20","1.53","0.03",".294","53.0%","","","","2.66","2.91","","2.6","","582","318","160","2","92","","","132","","",".276","1.25","4.6"
"1981","Astros","61","49","25","274","110","990.0","5.55","2.73","0.36",".261","74.9%","","","","2.66","2.84","","15.6","4034","842","331","293","40","300","24","11","610","","",".226","1.15","18.4"
"1916","Senators","76","77","7","266","159","1430.2","4.44","3.08","0.09",".278","70.6%","","","","2.67","2.56","","18.1","5765","1271","543","424","14","490","","37","706","","",".243","1.23","17.5"
"1888","Alleghenys","66","67","0","141","138","1203.1","2.74","1.67","0.17",".278","61.2%","","","","2.67","2.85","","6.6","","1190","580","357","23","223","","30","367","","",".260","1.17","9.1"
"1884","Browns","67","40","0","121","110","987.0","4.35","1.57","0.15",".273","51.8%","","","","2.67","3.04","","11.1","","881","539","293","16","172","","42","477","","",".240","1.07","13.4"
"1902","Reds","70","70","1","154","141","1239.0","3.12","2.56","0.11",".284","66.2%","","","","2.67","2.98","","14.6","","1228","566","368","15","352","","55","430","","",".260","1.28","16.4"
"1944","Cardinals","105","49","12","270","157","1427.0","4.02","2.95","0.35",".252","74.8%","","","","2.67","3.18","","22.5","5838","1228","490","424","55","468","","22","637","","",".230","1.19","36.0"
"1881","Blues","36","48","0","88","85","760.0","2.84","1.49","0.11",".277","52.8%","","","","2.68","2.71","","6.3","","737","414","226","9","126","","","240","","",".256","1.14","7.5"
"1885","Colonels","53","59","1","116","112","1002.0","4.15","1.95","0.12",".279","50.3%","","","","2.68","2.78","","12.0","","927","598","298","13","217","","40","462","","",".247","1.14","11.6"
"1910","Giants","91","63","10","235","155","1391.2","4.64","2.57","0.19",".282","68.7%","","","","2.68","2.43","","21.3","","1290","569","414","30","397","","38","717","","",".247","1.21","20.0"
"1884","Buckeyes","69","39","1","118","110","962.1","4.92","1.61","0.21",".266","56.4%","","","","2.68","3.01","","7.5","","815","459","287","22","172","","27","526","","",".231","1.03","17.1"
"1966","White Sox","83","79","34","402","163","1475.1","5.47","2.46","0.62",".248","75.4%","","","","2.68","3.12","","17.8","5982","1229","517","440","101","403","55","36","896","","",".222","1.11","24.4"
"1906","Reds","64","87","5","186","155","1369.2","3.73","3.09","0.09",".272","67.8%","","","","2.69","2.70","","16.0","","1248","582","409","14","470","","49","567","","",".244","1.25","13.8"
"1968","Dodgers","76","86","31","380","162","1448.2","6.18","2.57","0.40",".277","74.7%","","","","2.69","2.53","","15.2","5951","1293","509","433","65","414","79","37","994","","",".235","1.18","14.0"
"1911","Giants","99","54","13","234","154","1368.0","5.07","2.43","0.22",".286","69.4%","","","","2.69","2.76","","23.0","","1267","542","409","33","369","","29","771","","",".247","1.20","25.7"
"1912","Senators","91","61","7","227","154","1376.2","5.41","3.43","0.16",".281","69.0%","","","","2.69","3.02","","16.0","","1219","581","412","24","525","","54","828","","",".239","1.27","25.7"
"1902","Superbas","75","63","3","151","141","1256.0","3.84","2.60","0.07",".268","66.3%","","","","2.69","2.78","","13.4","","1113","519","376","10","363","","37","536","","",".239","1.18","16.8"
"1907","Cardinals","51","101","2","184","155","1365.2","3.91","3.30","0.13",".268","66.6%","","","","2.70","2.60","","11.5","","1212","607","409","20","500","","48","594","","",".239","1.25","3.7"
"1904","Superbas","56","97","2","174","154","1337.1","3.05","2.79","0.18",".274","66.3%","","","","2.70","2.93","","6.7","","1281","616","401","27","414","","56","453","","",".254","1.27","8.0"
"1917","Reds","78","76","6","242","157","1397.1","3.14","2.59","0.13",".272","67.0%","","","","2.70","2.68","","11.4","5868","1358","611","419","20","402","","33","488","","",".250","1.26","5.5"
"1884","Reds","56","51","1","118","109","953.1","7.11","1.04","0.16",".310","45.0%","","","","2.70","2.27","","12.6","","885","558","286","17","110","","","753","","",".248","1.04","13.3"
"1919","Giants","87","53","13","236","140","1256.0","2.44","2.19","0.24",".252","70.6%","","","","2.70","3.09","","7.9","5148","1153","470","377","34","305","","25","340","","",".239","1.16","14.9"
"1914","Pirates","69","85","11","255","158","1405.0","3.13","2.51","0.17",".264","69.8%","","","","2.70","2.83","","12.2","","1272","540","422","27","392","","36","488","","",".243","1.18","18.4"
"1885","Grays","53","57","0","113","110","960.2","3.48","2.20","0.17",".277","54.9%","","","","2.71","3.09","","7.4","","912","531","289","18","235","","0","371","","",".252","1.19","9.6"
"1914","Cubs","78","76","11","266","156","1389.1","4.22","3.42","0.24",".257","65.2%","","","","2.71","2.99","","10.7","","1169","638","418","37","528","","39","651","","",".230","1.22","7.4"
"1968","Giants","88","74","16","330","163","1469.0","5.77","2.11","0.53",".265","73.6%","","","","2.71","2.62","","18.7","5990","1302","529","442","86","344","87","24","942","","",".232","1.12","17.7"
"1933","Giants","91","61","15","282","156","1408.2","3.55","2.56","0.39",".256","73.5%","","","","2.71","3.48","","12.8","5811","1280","514","424","61","400","","25","555","","",".238","1.19","25.2"
"1881","Red Caps","38","45","3","94","83","730.2","2.45","1.76","0.11",".288","55.5%","","","","2.71","2.89","","5.4","","763","410","220","9","143","","","199","","",".270","1.24","6.9"
"1884","Orioles","63","43","1","111","108","955.2","5.98","2.06","0.15",".293","55.1%","","","","2.71","2.85","","11.7","","869","515","288","16","219","","31","635","","",".244","1.14","12.7"
"1968","Tigers","103","59","29","402","164","1489.2","6.74","2.94","0.78",".246","79.5%","","","","2.71","3.06","","17.8","6043","1180","492","449","129","486","40","32","1115","","",".214","1.12","25.1"
"1884","Browns/Stogies","41","49","0","98","92","803.2","7.60","1.53","0.13",".315","54.3%","","","","2.72","2.29","","10.4","","743","411","243","12","137","","","679","","",".247","1.09","17.1"
"1964","White Sox","98","64","45","381","162","1467.2","5.86","2.46","0.76",".248","77.8%","","","","2.72","3.28","","19.4","5910","1216","501","444","124","401","42","31","955","","",".222","1.10","29.8"
"1968","Mets","73","89","32","375","163","1483.1","6.15","2.61","0.53",".261","76.5%","","","","2.72","2.74","","16.5","6028","1250","499","449","87","430","67","45","1014","","",".225","1.13","23.0"
"1888","Red Stockings","80","54","2","142","137","1237.2","3.92","2.25","0.14",".269","56.6%","","","","2.73","2.74","","14.1","","1103","628","375","19","310","","0","539","","",".240","1.14","20.7"
"1903","Naps","77","63","1","155","140","1243.2","3.77","1.96","0.12",".277","61.5%","","","","2.73","2.74","","12.7","","1161","578","377","16","271","","35","521","","",".249","1.15","12.4"
