,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,EV,ERA,FIP,xFIP,WAR
,Cubs,82,80,28,379,162,1457,5.26,2.47,0.74,0.269,74.50%,,,,3.08,3.25,,18.2
,Colt .45's,66,96,20,394,162,1450.1,5.81,2.35,0.59,0.271,68.70%,,,,3.44,2.89,,18
,Dodgers,99,63,29,372,163,1469.2,6.71,2.46,0.68,0.274,75.50%,,,,2.85,2.86,,17.7
,Red Sox,76,85,32,402,161,1449.2,6.26,3.35,0.94,0.272,71.40%,,,,3.97,3.62,,17.4
,Twins,91,70,30,395,161,1446.1,5.86,2.86,1.01,0.26,76.20%,,,,3.28,3.64,,16.3
,Pirates,74,88,33,454,162,1448,5.59,2.84,0.62,0.275,73.40%,,,,3.1,3.17,,15.3
,Athletics,73,89,29,409,162,1458,5.48,3.33,0.96,0.273,72.80%,,,,3.92,3.85,,14
,Giants,88,74,30,409,162,1469,5.84,2.84,0.77,0.271,72.70%,,,,3.35,3.31,,13.8
,Orioles,86,76,43,410,162,1452,5.66,3.14,0.85,0.27,74.70%,,,,3.45,3.56,,12.8
,Indians,79,83,25,419,162,1469,6.24,2.93,1.08,0.27,72.40%,,,,3.79,3.68,,12.8
,Phillies,87,75,31,404,162,1457.1,6.5,3.42,0.7,0.267,75.20%,,,,3.09,3.26,,12.2
,Angels,70,91,31,476,161,1455.1,5.5,3.57,0.74,0.263,72.30%,,,,3.52,3.63,,10.3
,Tigers,79,83,28,402,162,1456.1,5.75,2.95,1.21,0.266,74.10%,,,,3.9,4.02,,8.9
,Braves,84,78,25,425,163,1471.2,5.65,2.99,0.91,0.26,75.80%,,,,3.27,3.59,,7.3
,Senators,56,106,25,438,162,1447,4.63,3.34,1.09,0.273,68.80%,,,,4.42,4.22,,3.9
,Mets,51,111,12,395,162,1427.2,5.08,3.33,1.02,0.277,69.60%,,,,4.12,4.04,,3.1
1962,Cardinals,84,78,25,371,163,1463.1,5.62,3.18,0.92,0.272,73.70%,,,,3.55,3.82,,21.1
,Colt .45's,64,96,19,426,162,1453.2,6.48,2.92,0.7,0.295,68.90%,,,,3.83,3.24,,21
,Pirates,93,68,41,424,161,1432.1,5.64,2.93,0.74,0.289,73.70%,,,,3.37,3.46,,20.1
,Twins,91,71,27,404,163,1463.1,5.83,3.03,1.02,0.273,71.80%,,,,3.89,3.9,,19.7
,White Sox,85,77,28,427,162,1451.2,5.09,3.33,0.76,0.27,72.50%,,,,3.73,3.74,,18
,Dodgers,102,63,46,414,165,1488.2,6.67,3.55,0.7,0.28,70.90%,,,,3.62,3.39,,17.5
,Tigers,85,76,35,406,161,1443.2,5.44,3.14,1.05,0.274,74.00%,,,,3.81,4.04,,16
,Red Sox,76,84,40,382,160,1437.2,5.78,3.96,1,0.278,71.40%,,,,4.21,4.18,,15.7
,Reds,98,64,35,384,162,1460.2,5.94,3.49,0.92,0.277,73.60%,,,,3.75,3.89,,15.6
,Yankees,96,66,42,410,162,1470.1,5.13,3.05,0.89,0.262,72.00%,,,,3.7,3.85,,15.5
,Orioles,77,85,33,415,162,1462.1,5.53,3.38,0.9,0.268,72.80%,,,,3.69,3.88,,14.9
,Angels,86,76,47,507,162,1466,5.27,3.78,0.72,0.273,71.70%,,,,3.7,3.85,,13.2
,Giants,103,62,39,381,165,1461.2,5.46,3.1,0.91,0.27,71.90%,,,,3.79,3.81,,13
,Senators,60,101,13,428,162,1445,4.8,3.69,0.94,0.267,72.00%,,,,4.04,4.18,,12.8
,Braves,86,76,24,368,162,1434.2,5.03,2.55,0.95,0.278,72.90%,,,,3.68,3.79,,12.7
,Phillies,81,80,24,408,161,1426.2,5.44,3.62,0.98,0.289,71.10%,,,,4.28,4.13,,9.1
,Cubs,59,103,26,471,162,1438.1,4.9,3.76,0.99,0.286,68.70%,,,,4.54,4.31,,8.9
,Indians,80,82,31,404,162,1441,4.87,3.71,1.09,0.268,72.00%,,,,4.14,4.41,,8.4
,Athletics,72,90,33,436,162,1434,5.18,4.11,1.25,0.272,70.10%,,,,4.79,4.73,,8
,Mets,40,120,10,415,161,1430,4.86,3.59,1.21,0.29,64.80%,,,,5.04,4.59,,5.1
1961,Tigers,101,61,30,383,163,1459.1,5.16,2.89,1.05,0.264,74.00%,,,,3.55,3.97,,19.5
,Orioles,95,67,33,331,163,1471.1,5.66,3.77,0.67,0.25,74.70%,,,,3.22,3.6,,19.2
,Pirates,75,79,29,390,154,1362,5.02,2.64,0.8,0.295,70.20%,,,,3.92,3.55,,19.1
,Cardinals,80,74,24,339,155,1368.2,5.41,3.75,0.89,0.276,72.50%,,,,3.74,3.97,,17.8
,Dodgers,89,65,35,393,154,1378.1,7.22,3.55,1.09,0.289,72.80%,,,,4.04,3.83,,17.7
,Twins,70,90,23,378,161,1432.1,5.74,3.58,1.02,0.276,69.50%,,,,4.28,4.07,,16.5
,Reds,93,61,40,364,154,1370,5.45,3.28,0.97,0.267,72.50%,,,,3.78,3.92,,15
,Yankees,109,53,39,364,163,1451,5.37,3.36,0.85,0.257,74.80%,,,,3.46,3.79,,14.9
,White Sox,86,76,33,423,163,1448.2,5.06,3.09,0.98,0.28,71.60%,,,,4.06,3.92,,14.4
,Angels,70,91,34,473,162,1438,6.09,4.46,1.13,0.273,71.80%,,,,4.31,4.41,,13.5
,Athletics,61,100,23,430,162,1415,4.47,4,0.9,0.286,66.80%,,,,4.74,4.32,,13.1
,Giants,85,69,30,390,155,1388,5.99,3.26,0.99,0.27,72.80%,,,,3.77,3.82,,12.4
,Red Sox,76,86,30,394,163,1442.2,5.18,4.24,1.04,0.279,71.10%,,,,4.29,4.37,,12.3
,Cubs,64,90,25,404,156,1385,4.91,3.02,1.07,0.288,67.70%,,,,4.48,4.12,,11.6
,Senators,61,100,21,381,161,1425,4.21,3.7,0.83,0.268,67.80%,,,,4.23,4.14,,11.5
,Phillies,47,107,13,412,155,1383.1,5.04,3.39,1.01,0.288,67.70%,,,,4.61,4.11,,10.1
,Indians,78,83,23,389,161,1443.1,4.99,3.74,1.11,0.268,72.20%,,,,4.15,4.38,,7.1
,Braves,83,71,16,349,155,1391.1,4.22,3.19,0.99,0.263,73.40%,,,,3.89,4.18,,6.2
1960,Pirates,95,59,33,360,155,1399.2,5.21,2.48,0.68,0.28,72.30%,,,,3.49,3.19,,20.6
,Tigers,71,83,25,363,154,1405.2,5.28,3.03,0.9,0.267,73.10%,,,,3.64,3.77,,20.2
,Cardinals,86,68,30,372,155,1371,5.95,3.35,0.83,0.279,73.60%,,,,3.64,3.55,,19.6
,Senators,73,81,35,412,154,1405.1,4.96,3.45,0.83,0.276,71.20%,,,,3.77,3.85,,17.2
,Dodgers,82,72,20,358,154,1398,7.22,3.63,0.99,0.265,76.40%,,,,3.4,3.63,,16.9
,Red Sox,65,89,23,406,154,1361,5.07,3.84,0.84,0.291,68.20%,,,,4.62,3.97,,16.2
,Giants,79,75,26,370,156,1396,5.78,3.3,0.69,0.27,71.20%,,,,3.44,3.39,,15.8
,Orioles,89,65,22,331,154,1375.2,5.14,3.61,0.77,0.258,73.10%,,,,3.52,3.77,,14.1
,Reds,67,87,35,407,154,1390.1,4.79,2.86,0.87,0.282,70.60%,,,,4,3.76,,13
,White Sox,87,67,26,408,154,1381,4.53,3.47,0.83,0.269,74.30%,,,,3.6,3.91,,12.3
,Phillies,59,95,16,353,154,1375.1,4.82,2.87,0.87,0.284,70.30%,,,,4.01,3.72,,12.3
,Athletics,58,96,14,382,155,1374,4.35,3.44,1.05,0.276,70.00%,,,,4.38,4.31,,11.3
,Yankees,97,57,42,418,155,1398,4.58,3.92,0.79,0.248,73.10%,,,,3.52,4.02,,9.1
,Cubs,60,94,25,416,156,1402.2,5.17,3.63,0.98,0.275,68.50%,,,,4.35,4.09,,7
,Braves,88,66,28,336,154,1387.1,5.24,3.36,0.84,0.269,72.00%,,,,3.76,3.78,,6.6
,Indians,76,78,30,373,154,1382.1,5.02,4.14,1.05,0.262,73.20%,,,,3.95,4.36,,5.6
1959,Senators,63,91,21,368,154,1360,4.59,3.09,0.81,0.272,68.70%,,,,4.01,3.8,,17.3
,Cardinals,71,83,21,385,154,1363,5.59,3.72,0.9,0.294,70.70%,,,,4.34,3.9,,16.9
,Dodgers,88,68,26,397,156,1411.2,6.87,3.91,1,0.277,74.50%,,,,3.79,3.88,,16.7
,Orioles,74,80,30,335,155,1400.1,4.72,3.06,0.71,0.262,71.60%,,,,3.56,3.61,,16.6
,Pirates,78,76,17,380,155,1393.1,4.72,2.7,0.87,0.281,70.70%,,,,3.9,3.69,,15
,Giants,83,71,23,359,154,1376.1,5.71,3.27,0.91,0.264,74.10%,,,,3.47,3.75,,14.3
,Red Sox,75,79,25,376,154,1364,4.78,3.89,0.89,0.28,72.00%,,,,4.17,4.12,,14.2
,White Sox,94,60,36,398,156,1425.1,4.81,3.32,0.81,0.255,75.60%,,,,3.29,3.82,,13.9
,Tigers,76,78,24,351,154,1360,5.49,2.86,1.17,0.267,68.90%,,,,4.2,4.07,,13.4
,Braves,86,70,18,324,157,1400.2,4.98,2.76,0.82,0.278,73.50%,,,,3.51,3.59,,12.7
,Phillies,64,90,15,345,155,1354,5.11,3.15,1,0.275,68.80%,,,,4.27,3.96,,12.6
,Athletics,66,88,21,395,154,1360.2,4.65,3.25,0.98,0.285,69.00%,,,,4.35,4.11,,12.4
,Yankees,79,75,28,377,155,1399,5.38,3.82,0.77,0.264,72.40%,,,,3.6,3.8,,12.1
,Redlegs,74,80,26,386,154,1357.1,4.58,3.02,1.07,0.286,70.30%,,,,4.31,4.16,,11.2
,Cubs,74,80,25,405,155,1391,4.95,3.36,0.98,0.265,71.50%,,,,4.01,4.03,,10.6
,Indians,89,65,23,344,154,1383.2,5.2,4.13,0.96,0.25,73.90%,,,,3.75,4.21,,8.4
1958,Redlegs,76,78,20,373,154,1385.1,4.58,2.72,0.96,0.279,75.10%,,,,3.73,3.81,,18.3
,Orioles,74,79,28,337,154,1369.2,4.92,2.65,0.7,0.266,72.80%,,,,3.4,3.35,,18.3
,Tigers,77,77,19,374,154,1357.1,5.28,2.9,0.88,0.27,73.50%,,,,3.59,3.63,,18.2
,Red Sox,79,75,28,356,155,1380,4.53,3.4,0.79,0.278,70.70%,,,,3.92,3.81,,17
,Phillies,69,85,15,375,154,1397,5.01,2.87,0.95,0.287,68.10%,,,,4.32,3.74,,16.9
,Pirates,84,70,41,376,154,1367,4.47,3.09,0.81,0.273,73.80%,,,,3.56,3.73,,15.4
,Braves,92,62,17,303,154,1376,5.06,2.79,0.82,0.261,76.20%,,,,3.21,3.52,,15.4
,Athletics,73,81,25,393,156,1398.1,4.63,3.01,0.97,0.274,70.20%,,,,4.15,3.9,,13.7
,Cardinals,72,82,25,394,154,1381.2,5.35,3.69,1.03,0.28,73.00%,,,,4.12,4.09,,13
,Yankees,92,62,33,339,155,1379,5.2,3.64,0.76,0.253,74.70%,,,,3.22,3.72,,12.2
,Indians,77,76,20,374,153,1373.1,5.02,3.96,0.81,0.265,73.40%,,,,3.73,3.9,,10.6
,Dodgers,71,83,31,438,154,1368.1,5.62,3.99,1.14,0.284,71.10%,,,,4.47,4.27,,10.2
,White Sox,82,72,25,359,155,1389.2,4.86,3.34,0.98,0.26,75.10%,,,,3.61,3.97,,10
,Senators,61,93,28,378,156,1376.2,4.98,3.65,1.02,0.285,70.80%,,,,4.53,4.11,,9.9
,Cubs,72,82,24,447,154,1361,5.32,4.09,0.94,0.271,70.40%,,,,4.22,4.1,,9.8
,Giants,80,74,25,409,154,1389.1,5.02,3.32,1.08,0.274,72.90%,,,,3.98,4.1,,9
1957,Red Sox,82,72,23,325,154,1376.2,4.52,3.26,0.76,0.279,71.30%,,,,3.88,3.71,,21.5
,Dodgers,84,70,29,358,154,1399,5.73,2.93,0.93,0.264,75.10%,,,,3.35,3.55,,20.5
,Phillies,77,77,23,365,156,1401.2,5.51,2.65,0.89,0.274,71.20%,,,,3.79,3.45,,19.7
,Orioles,76,76,25,349,154,1408,4.9,3.15,0.61,0.263,72.60%,,,,3.46,3.35,,17.9
,Cardinals,87,67,29,383,154,1413.1,4.95,3.22,0.89,0.273,72.70%,,,,3.78,3.78,,16.1
,Tigers,78,76,21,363,154,1417.2,4.8,3.21,0.93,0.259,75.60%,,,,3.56,3.9,,14.6
,White Sox,90,64,27,355,155,1401.2,4.27,3.02,0.8,0.259,75.90%,,,,3.35,3.72,,14.6
,Yankees,98,56,42,333,154,1395.1,5.22,3.74,0.71,0.254,77.10%,,,,3,3.65,,14
,Cubs,62,92,26,419,156,1403.1,5.51,3.85,0.92,0.28,71.50%,,,,4.13,3.92,,11.8
,Redlegs,80,74,29,433,154,1395.2,4.56,2.77,1.15,0.281,69.10%,,,,4.62,4.14,,11.2
,Indians,76,77,23,357,153,1380.2,5.26,4.03,0.85,0.279,71.00%,,,,4.05,3.95,,11.1
,Giants,69,85,20,424,154,1398.2,4.51,3.03,0.97,0.277,71.70%,,,,4.01,3.94,,10.7
,Pirates,62,92,15,419,155,1395,4.28,2.72,1.02,0.277,71.90%,,,,3.88,3.95,,10.1
,Athletics,59,94,19,404,154,1369.2,4.11,3.71,1.01,0.264,71.20%,,,,4.19,4.29,,8.7
,Braves,95,59,24,338,155,1411,4.42,3.64,0.79,0.266,75.00%,,,,3.47,3.86,,7.7
,Senators,55,99,16,388,154,1377,4.52,3.79,0.97,0.287,68.30%,,,,4.85,4.2,,7.5
1956,Indians,88,66,24,337,155,1384,5.49,3.67,0.75,0.258,74.90%,,,,3.32,3.52,,22.1
,White Sox,85,69,13,350,154,1389,4.68,3.4,0.76,0.271,73.00%,,,,3.73,3.62,,20
,Redlegs,91,63,29,386,155,1389,4.23,2.97,0.91,0.273,72.80%,,,,3.85,3.8,,18.6
,Red Sox,84,70,20,333,155,1398,4.58,4.29,0.84,0.266,69.80%,,,,4.17,4.08,,18.4
,Orioles,69,85,24,385,154,1360.2,4.73,3.62,0.65,0.281,68.40%,,,,4.2,3.52,,16.9
,Dodgers,93,61,30,355,154,1368.2,5.08,2.9,1.12,0.252,75.50%,,,,3.57,3.88,,16.1
,Yankees,97,57,35,335,154,1382,4.77,4.25,0.74,0.266,74.00%,,,,3.63,3.88,,13.9
,Tigers,82,72,15,342,155,1379,5.14,4.27,0.91,0.28,73.40%,,,,4.06,4.07,,13.6
,Giants,67,87,28,417,154,1378,5,3.6,0.94,0.26,73.10%,,,,3.78,3.88,,13.2
,Cardinals,76,78,30,390,156,1388.2,4.6,3.54,1,0.264,71.50%,,,,3.97,4.02,,13.2
,Pirates,66,88,24,423,157,1376.1,4.33,3.07,0.93,0.275,73.20%,,,,3.74,3.81,,12.8
,Phillies,71,83,15,366,154,1377.1,4.9,2.86,1.12,0.274,69.50%,,,,4.2,3.92,,12.6
,Braves,92,62,27,332,155,1393.1,4.13,3.02,0.86,0.255,76.00%,,,,3.1,3.74,,10.6
,Cubs,60,94,17,377,157,1392,4.81,3.96,1.04,0.261,72.40%,,,,3.96,4.2,,9.3
,Athletics,52,102,18,405,154,1370.1,4.18,4.46,1.23,0.273,69.80%,,,,4.86,4.79,,4
,Senators,59,95,18,399,155,1368.2,4.36,4.8,1.12,0.293,66.80%,,,,5.33,4.7,,2.6
1955,Indians,93,61,36,369,154,1386.1,5.69,3.62,0.72,0.271,73.90%,,,,3.39,3.4,,21.7
,White Sox,91,63,23,357,155,1378,4.7,3.25,0.72,0.266,75.90%,,,,3.37,3.5,,20.4
,Red Sox,84,70,34,341,154,1384.1,4.38,3.78,0.83,0.263,73.20%,,,,3.72,3.92,,18.9
,Dodgers,98,55,37,363,154,1378,5.05,3.15,1.1,0.259,73.50%,,,,3.68,3.92,,18.8
,Redlegs,75,79,22,399,154,1363,3.8,2.93,1.06,0.265,71.60%,,,,3.95,4.09,,16.3
,Tigers,79,75,12,339,154,1380.1,4.1,3.37,0.82,0.271,72.50%,,,,3.79,3.84,,15.1
,Pirates,60,94,16,353,154,1362,4.11,3.54,0.94,0.288,69.20%,,,,4.39,4.05,,14.9
,Cubs,72,81,23,363,154,1378.1,4.48,3.92,1,0.258,71.00%,,,,4.17,4.19,,13.5
,Phillies,77,77,21,347,154,1356.2,4.36,3.16,1.07,0.255,71.90%,,,,3.93,4.05,,13
,Giants,80,74,14,400,154,1386.2,4.68,3.63,1.01,0.266,73.70%,,,,3.77,4.09,,12.9
,Senators,53,101,16,383,154,1354.2,4.03,4.21,0.66,0.29,67.40%,,,,4.62,3.93,,12.2
,Cardinals,68,86,15,428,154,1376.2,4.77,3.59,1.21,0.267,70.90%,,,,4.56,4.35,,10
,Yankees,96,58,33,344,154,1372.1,4.8,4.51,0.71,0.247,75.90%,,,,3.23,3.9,,9.9
,Braves,85,69,12,357,154,1383,4.26,3.85,0.9,0.263,73.00%,,,,3.85,4.04,,9.4
,Orioles,57,97,20,391,156,1388.2,3.85,4.05,0.67,0.275,68.20%,,,,4.21,3.9,,9.1
,Athletics,63,91,22,410,155,1382,3.73,4.6,1.14,0.276,66.50%,,,,5.35,4.81,,1.8
1954,Indians,111,43,36,316,156,1419.1,4.3,3.08,0.56,0.246,76.20%,,,,2.78,3.32,,19.9
,White Sox,94,60,33,331,155,1383,4.56,3.36,0.61,0.261,76.40%,,,,3.05,3.42,,19.8
,Phillies,74,79,12,292,153,1365.1,3.76,2.97,0.88,0.26,73.40%,,,,3.59,3.86,,16.6
,Red Sox,69,85,22,380,156,1412.1,4.51,3.9,0.75,0.279,70.60%,,,,4.01,3.86,,16.6
,Giants,97,57,33,389,154,1390,4.48,3.97,0.73,0.255,77.60%,,,,3.09,3.86,,15.8
,Senators,66,88,7,313,155,1383.1,3.66,3.73,0.51,0.277,69.70%,,,,3.84,3.62,,15.3
,Dodgers,92,62,36,385,154,1393.2,4.92,3.44,1.06,0.271,70.30%,,,,4.31,4.02,,15
,Braves,89,65,21,347,154,1394.2,4.5,3.57,0.68,0.265,76.40%,,,,3.19,3.64,,15
,Yankees,103,51,37,337,155,1379.1,4.27,3.6,0.56,0.266,74.60%,,,,3.26,3.52,,14.3
,Cubs,64,90,19,364,154,1374.1,4.07,4.05,0.86,0.269,68.30%,,,,4.51,4.14,,14.1
,Pirates,53,101,15,349,154,1346,3.51,3.77,0.86,0.289,65.30%,,,,4.92,4.16,,13.1
,Cardinals,72,81,18,415,153,1390.1,4.4,3.46,1.1,0.281,69.80%,,,,4.5,4.26,,10.7
,Orioles,54,100,8,310,154,1373.1,4.38,4.51,0.51,0.266,70.20%,,,,3.88,3.71,,9.8
,Tigers,68,86,13,334,155,1383,3.92,3.29,0.9,0.265,72.70%,,,,3.81,4,,9.5
,Redlegs,74,80,27,389,154,1367.1,3.53,3.6,1.11,0.281,71.30%,,,,4.5,4.5,,8.6
,Athletics,51,103,13,338,156,1371.1,3.64,4.5,0.93,0.288,66.90%,,,,5.18,4.51,,3.9
1953,Red Sox,84,69,37,367,153,1373,4.21,3.83,0.6,0.27,72.20%,,,,3.59,3.85,,20.8
,Phillies,83,71,15,321,156,1369.2,4.19,2.69,0.91,0.275,71.40%,,,,3.77,3.93,,18.1
,Braves,92,62,15,316,157,1387,4.79,3.5,0.69,0.264,74.00%,,,,3.3,3.74,,16.7
,Browns,54,100,24,404,154,1383.2,4.16,4.07,0.66,0.289,67.80%,,,,4.48,4.03,,16.4
,Cardinals,83,71,36,391,157,1386.2,4.75,3.46,0.9,0.277,71.00%,,,,4.23,4.08,,16.4
,Dodgers,105,49,29,367,155,1380.2,5.33,3.32,1.1,0.268,72.20%,,,,4.1,4.14,,15
,White Sox,89,65,33,340,156,1403.2,4.58,3.74,0.72,0.262,75.20%,,,,3.41,3.92,,14.8
,Indians,92,62,15,290,155,1373,3.84,3.4,0.6,0.266,71.30%,,,,3.64,3.82,,14.5
,Yankees,99,52,38,327,151,1358.1,4,3.31,0.62,0.265,75.40%,,,,3.2,3.78,,12.7
,Athletics,59,95,11,322,157,1409,3.62,3.79,0.77,0.279,67.80%,,,,4.67,4.29,,12.3
,Cubs,65,89,22,393,155,1359,4.13,3.67,1,0.284,66.70%,,,,4.79,4.43,,11.7
,Senators,76,76,10,284,152,1344.2,3.45,3.2,0.75,0.264,72.50%,,,,3.66,4.03,,11.3
,Giants,70,84,20,372,155,1365.2,4.26,4.02,0.96,0.274,70.40%,,,,4.25,4.43,,10.1
,Pirates,50,104,10,365,154,1358,4.02,3.82,1.11,0.29,65.50%,,,,5.22,4.63,,10
,Reds,68,86,15,357,155,1365,3.34,3.22,1.18,0.277,69.30%,,,,4.62,4.69,,8.6
,Tigers,60,94,16,376,158,1415,4.1,3.72,0.98,0.3,65.40%,,,,5.25,4.42,,8.1
1952,Phillies,87,67,16,296,154,1386.2,3.95,2.42,0.62,0.261,73.10%,,,,3.07,3.25,,19.8
,White Sox,81,73,28,346,156,1416.2,4.92,3.67,0.55,0.259,74.10%,,,,3.25,3.35,,18.5
,Cubs,77,77,15,323,155,1386.1,4.29,3.47,0.66,0.254,71.00%,,,,3.58,3.61,,16.9
,Dodgers,96,57,24,351,155,1399.1,4.97,3.5,0.78,0.266,74.50%,,,,3.53,3.64,,14.9
,Senators,78,76,15,294,157,1429.2,3.61,3.63,0.49,0.273,73.80%,,,,3.37,3.57,,14.9
,Red Sox,76,78,24,330,154,1372.1,4.09,4.09,0.7,0.269,72.40%,,,,3.8,3.94,,14.3
,Cardinals,88,66,27,362,154,1361.1,4.71,3.31,0.79,0.262,71.70%,,,,3.66,3.65,,14.1
,Athletics,79,75,16,292,155,1384.1,3.65,3.42,0.73,0.272,68.70%,,,,4.15,3.86,,13.4
,Indians,93,61,18,298,155,1407,4.29,3.56,0.6,0.256,72.50%,,,,3.32,3.54,,13.1
,Tigers,50,104,14,338,156,1388.1,4.55,3.83,0.72,0.278,68.60%,,,,4.25,3.75,,13
,Browns,64,90,18,336,155,1399,3.74,3.85,0.71,0.269,69.10%,,,,4.12,3.96,,12.8
,Reds,69,85,12,327,154,1363.1,3.82,3.41,0.73,0.277,71.70%,,,,4.01,3.82,,12.5
,Braves,64,89,13,330,155,1396,4.43,3.38,0.68,0.276,72.00%,,,,3.78,3.59,,12.2
,Yankees,95,59,27,297,154,1381,4.34,3.79,0.61,0.259,75.30%,,,,3.14,3.65,,10.6
,Giants,92,62,31,380,154,1371,4.3,3.53,0.79,0.259,72.10%,,,,3.59,3.84,,9.9
,Pirates,42,112,8,359,155,1363.2,3.72,4.12,0.88,0.272,67.40%,,,,4.65,4.27,,7.1
1951,Red Sox,87,67,24,364,154,1399,4.23,3.85,0.64,0.281,69.30%,,,,4.14,3.82,,21.4
,Reds,68,86,23,359,155,1390.2,3.78,3.17,0.77,0.263,70.90%,,,,3.7,3.9,,16.1
,Phillies,73,81,15,333,154,1384.2,3.7,3.22,0.71,0.268,71.80%,,,,3.81,3.81,,15.5
,Indians,93,61,19,290,155,1391.1,4.15,3.73,0.56,0.26,73.20%,,,,3.38,3.66,,15.5
,Yankees,98,56,22,312,154,1367,4.37,3.7,0.61,0.268,71.90%,,,,3.56,3.68,,15.4
,White Sox,81,73,14,305,155,1418.1,3.63,3.48,0.69,0.261,72.10%,,,,3.5,3.86,,15.4
,Tigers,73,81,17,349,154,1384,3.88,3.91,0.66,0.274,68.30%,,,,4.29,3.97,,15.4
,Dodgers,97,60,13,337,158,1423.1,4.38,3.47,0.95,0.264,73.20%,,,,3.88,4.08,,14.4
,Cardinals,81,73,23,338,155,1387.2,3.54,3.62,0.77,0.271,72.00%,,,,3.95,4.06,,14.4
,Giants,98,59,18,346,157,1412.2,3.98,3.07,0.94,0.254,73.40%,,,,3.48,4.02,,14.2
,Braves,76,78,12,319,155,1389,3.91,3.86,0.62,0.273,71.80%,,,,3.75,3.86,,13.5
,Cubs,62,92,10,340,155,1385.2,3.53,3.72,0.81,0.271,68.80%,,,,4.34,4.17,,12.6
,Athletics,70,84,22,311,154,1358,2.9,3.77,0.72,0.277,68.30%,,,,4.47,4.21,,12
,Pirates,64,90,22,381,155,1380.1,3.78,4.09,1.02,0.279,67.40%,,,,4.78,4.55,,8.9
,Senators,62,92,13,314,154,1366.1,3.13,4.15,0.72,0.275,68.20%,,,,4.49,4.25,,7.6
,Browns,52,102,9,334,154,1370.1,3.61,5.26,0.86,0.291,68.00%,,,,5.18,4.76,,6.4
1950,Red Sox,94,60,28,337,154,1362.1,4.16,4.94,0.8,0.283,68.50%,,,,4.88,4.51,,17
,Cardinals,78,75,14,338,153,1356,4,3.55,0.79,0.279,71.90%,,,,3.97,4.07,,16.9
,Tigers,95,59,20,310,157,1407.1,3.68,3.54,0.9,0.273,71.80%,,,,4.12,4.31,,16.6
,Phillies,91,63,27,324,157,1406,3.97,3.39,0.78,0.261,73.30%,,,,3.5,3.99,,15.9
,Senators,67,87,18,311,155,1364.2,3.21,4.27,0.65,0.284,66.50%,,,,4.66,4.3,,15.1
,Browns,58,96,14,342,154,1365.1,2.95,4.29,0.85,0.299,65.50%,,,,5.2,4.66,,14.3
,Dodgers,89,65,21,350,155,1389.2,5,3.83,1.06,0.279,72.20%,,,,4.28,4.32,,13.9
,Yankees,98,56,31,296,155,1372.2,4.67,4.64,0.77,0.272,72.30%,,,,4.15,4.29,,13.7
,Giants,86,68,15,333,154,1375,3.9,3.51,0.92,0.251,72.70%,,,,3.71,4.28,,13.6
,Reds,66,87,13,310,153,1357.2,4.55,3.86,0.96,0.271,70.20%,,,,4.32,4.34,,13.5
,Indians,92,62,16,339,155,1378.2,4.4,4.22,0.78,0.26,72.80%,,,,3.74,4.18,,12.7
,Braves,83,71,10,291,156,1385.1,4,3.6,0.84,0.273,69.40%,,,,4.14,4.17,,12.3
,Cubs,64,89,19,353,154,1371.1,3.67,3.89,0.85,0.279,68.80%,,,,4.28,4.36,,11.5
,White Sox,60,94,9,338,156,1365.2,3.73,4.84,0.71,0.273,69.70%,,,,4.41,4.43,,11.3
,Pirates,57,96,16,367,154,1368.2,3.66,4.05,1,0.279,66.20%,,,,4.96,4.64,,11.1
,Athletics,52,102,18,307,154,1346.1,3.12,4.87,0.92,0.289,65.60%,,,,5.49,4.92,,8.3
1949,Red Sox,96,58,16,275,155,1377,3.91,4.32,0.54,0.279,71.60%,,,,3.97,3.91,,23.3
,Cardinals,96,58,19,345,157,1407.2,3.87,3.24,0.56,0.268,72.10%,,,,3.45,3.59,,22.4
,Tigers,87,67,12,307,155,1393.2,4.07,4.06,0.66,0.268,72.20%,,,,3.77,3.95,,19.4
,Indians,89,65,19,322,154,1383.2,3.86,3.97,0.53,0.261,74.30%,,,,3.36,3.78,,16.8
,Dodgers,97,57,17,349,156,1408.2,4.75,3.72,0.84,0.264,73.00%,,,,3.8,3.97,,15.8
,Phillies,81,72,15,344,154,1391.2,3.2,3.25,0.67,0.277,70.40%,,,,3.89,3.89,,13.6
,Braves,75,79,11,316,157,1400,3.8,3.34,0.71,0.281,69.50%,,,,3.99,3.85,,13
,Cubs,61,93,17,354,154,1357.2,3.53,3.74,0.69,0.285,67.20%,,,,4.5,4.02,,12.9
,Pirates,71,83,15,333,154,1356,3.69,3.55,0.94,0.282,68.90%,,,,4.57,4.31,,12.4
,Browns,53,101,16,386,155,1341.1,2.9,4.6,0.76,0.298,64.60%,,,,5.21,4.55,,12
,Giants,72,81,9,342,156,1374.1,3.38,3.56,0.86,0.255,70.40%,,,,3.82,4.24,,10.2
,Athletics,81,73,11,261,154,1365,3.23,5,0.69,0.271,70.90%,,,,4.23,4.5,,9.7
,White Sox,63,91,17,328,154,1363.1,3.31,4.57,0.71,0.269,69.50%,,,,4.3,4.36,,9.4
,Senators,50,104,9,360,154,1345.2,3.02,5.21,0.53,0.283,64.50%,,,,5.1,4.4,,9.4
